Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa)
12/09/2023 8:34:32 PM,"567","68.0","51","986.6"
12/09/2023 8:36:32 PM,"567","68.1","51","986.7"
12/09/2023 8:38:32 PM,"590","68.2","51","986.8"
12/09/2023 8:40:32 PM,"580","68.1","50","986.8"
12/09/2023 8:42:32 PM,"570","67.7","49","986.9"
12/09/2023 8:44:32 PM,"561","67.4","50","986.9"
12/09/2023 8:46:32 PM,"587","67.2","51","986.8"
12/09/2023 8:48:32 PM,"562","67.1","51","986.9"
12/09/2023 8:50:32 PM,"563","67.2","51","986.8"
12/09/2023 8:52:32 PM,"560","67.3","51","986.9"
12/09/2023 8:54:32 PM,"559","67.4","51","986.9"
12/09/2023 8:56:32 PM,"569","67.5","52","987.0"
12/09/2023 8:58:32 PM,"565","67.6","51","986.9"
12/09/2023 9:00:32 PM,"568","67.7","51","987.0"
12/09/2023 9:02:32 PM,"562","67.7","51","987.0"
12/09/2023 9:04:32 PM,"558","67.8","51","987.0"
12/09/2023 9:06:32 PM,"580","67.8","51","987.0"
12/09/2023 9:08:32 PM,"552","67.9","51","987.0"
12/09/2023 9:10:32 PM,"572","68.0","51","987.0"
12/09/2023 9:12:32 PM,"560","67.9","51","987.0"
12/09/2023 9:14:32 PM,"564","67.6","49","987.1"
12/09/2023 9:16:32 PM,"561","67.4","50","987.0"
12/09/2023 9:18:32 PM,"559","67.1","51","987.0"
12/09/2023 9:20:32 PM,"551","67.1","51","987.1"
12/09/2023 9:22:32 PM,"565","67.1","51","987.1"
12/09/2023 9:24:32 PM,"546","67.1","52","987.1"
12/09/2023 9:26:32 PM,"559","67.2","52","987.2"
12/09/2023 9:28:32 PM,"562","67.3","52","987.2"
12/09/2023 9:30:32 PM,"546","67.5","52","987.2"
12/09/2023 9:32:32 PM,"553","67.5","52","987.1"
12/09/2023 9:34:32 PM,"548","67.5","52","987.2"
12/09/2023 9:36:32 PM,"549","67.6","52","987.2"
12/09/2023 9:38:32 PM,"565","67.7","52","987.2"
12/09/2023 9:40:32 PM,"551","67.7","52","987.2"
12/09/2023 9:42:32 PM,"551","67.8","52","987.2"
12/09/2023 9:44:32 PM,"558","67.8","52","987.3"
12/09/2023 9:46:32 PM,"548","67.8","51","987.3"
12/09/2023 9:48:32 PM,"548","67.5","49","987.3"
12/09/2023 9:50:32 PM,"536","67.2","50","987.4"
12/09/2023 9:52:32 PM,"565","66.9","51","987.3"
12/09/2023 9:54:32 PM,"541","66.8","51","987.3"
12/09/2023 9:56:32 PM,"535","66.8","52","987.3"
12/09/2023 9:58:32 PM,"542","66.9","52","987.3"
12/09/2023 10:00:32 PM,"535","67.0","52","987.3"
12/09/2023 10:02:32 PM,"534","67.1","52","987.3"
12/09/2023 10:04:32 PM,"544","67.2","52","987.3"
12/09/2023 10:06:32 PM,"538","67.3","52","987.3"
12/09/2023 10:08:32 PM,"539","67.4","52","987.3"
12/09/2023 10:10:32 PM,"548","67.5","52","987.3"
12/09/2023 10:12:32 PM,"535","67.5","52","987.3"
12/09/2023 10:14:32 PM,"541","67.5","52","987.2"
12/09/2023 10:16:32 PM,"540","67.6","52","987.3"
12/09/2023 10:18:32 PM,"533","67.6","52","987.4"
12/09/2023 10:20:32 PM,"540","67.6","51","987.4"
12/09/2023 10:22:32 PM,"532","67.5","50","987.4"
12/09/2023 10:24:32 PM,"534","67.1","50","987.4"
12/09/2023 10:26:32 PM,"526","66.8","51","987.4"
12/09/2023 10:28:32 PM,"523","66.7","52","987.3"
12/09/2023 10:30:32 PM,"520","66.8","52","987.4"
12/09/2023 10:32:32 PM,"523","66.8","52","987.4"
12/09/2023 10:34:32 PM,"527","66.9","52","987.4"
12/09/2023 10:36:32 PM,"524","67.0","52","987.5"
12/09/2023 10:38:32 PM,"532","67.1","52","987.5"
12/09/2023 10:40:32 PM,"516","67.2","52","987.5"
12/09/2023 10:42:32 PM,"522","67.2","52","987.5"
12/09/2023 10:44:32 PM,"534","67.3","52","987.5"
12/09/2023 10:46:32 PM,"535","67.4","52","987.5"
12/09/2023 10:48:32 PM,"526","67.4","52","987.5"
12/09/2023 10:50:32 PM,"539","67.5","52","987.5"
12/09/2023 10:52:32 PM,"531","67.5","52","987.6"
12/09/2023 10:54:32 PM,"529","67.5","52","987.6"
12/09/2023 10:56:32 PM,"514","67.5","51","987.6"
12/09/2023 10:58:32 PM,"518","67.1","50","987.6"
12/09/2023 11:00:32 PM,"516","66.8","51","987.6"
12/09/2023 11:02:32 PM,"514","66.7","52","987.6"
12/09/2023 11:04:32 PM,"520","66.7","52","987.6"
12/09/2023 11:06:32 PM,"510","66.7","52","987.6"
12/09/2023 11:08:32 PM,"509","66.7","52","987.6"
12/09/2023 11:10:32 PM,"521","66.8","52","987.6"
12/09/2023 11:12:32 PM,"519","66.9","52","987.6"
12/09/2023 11:14:32 PM,"508","67.0","52","987.6"
12/09/2023 11:16:32 PM,"501","67.1","52","987.6"
12/09/2023 11:18:32 PM,"505","67.1","52","987.6"
12/09/2023 11:20:32 PM,"511","67.1","52","987.7"
12/09/2023 11:22:32 PM,"525","67.2","52","987.7"
12/09/2023 11:24:32 PM,"516","67.3","52","987.6"
12/09/2023 11:26:32 PM,"508","67.4","52","987.7"
12/09/2023 11:28:32 PM,"517","67.4","52","987.7"
12/09/2023 11:30:32 PM,"522","67.4","52","987.7"
12/09/2023 11:32:32 PM,"529","67.4","51","987.7"
12/09/2023 11:34:32 PM,"511","67.1","50","987.7"
12/09/2023 11:36:32 PM,"509","66.7","51","987.7"
12/09/2023 11:38:32 PM,"504","66.6","52","987.7"
12/09/2023 11:40:32 PM,"527","66.5","52","987.7"
12/09/2023 11:42:32 PM,"512","66.6","52","987.7"
12/09/2023 11:44:32 PM,"510","66.7","52","987.7"
12/09/2023 11:46:32 PM,"506","66.7","52","987.7"
12/09/2023 11:48:32 PM,"510","66.8","52","987.7"
12/09/2023 11:50:32 PM,"511","66.8","52","987.8"
12/09/2023 11:52:32 PM,"506","66.9","52","987.8"
12/09/2023 11:54:32 PM,"513","66.9","52","987.8"
12/09/2023 11:56:32 PM,"508","67.0","52","987.8"
12/09/2023 11:58:32 PM,"517","67.1","52","987.8"
13/09/2023 12:00:32 AM,"497","67.2","52","987.8"
13/09/2023 12:02:32 AM,"530","67.2","52","987.8"
13/09/2023 12:04:32 AM,"513","67.3","52","987.8"
13/09/2023 12:06:32 AM,"502","67.3","52","987.8"
13/09/2023 12:08:32 AM,"513","67.3","52","987.8"
13/09/2023 12:10:32 AM,"510","67.3","52","987.8"
13/09/2023 12:12:32 AM,"512","67.3","51","987.8"
13/09/2023 12:14:32 AM,"516","67.0","50","987.8"
13/09/2023 12:16:32 AM,"518","66.7","51","987.7"
13/09/2023 12:18:32 AM,"505","66.5","52","987.8"
13/09/2023 12:20:32 AM,"506","66.4","52","987.8"
13/09/2023 12:22:32 AM,"508","66.4","52","987.7"
13/09/2023 12:24:32 AM,"513","66.5","52","987.8"
13/09/2023 12:26:32 AM,"526","66.6","52","987.8"
13/09/2023 12:28:32 AM,"518","66.7","52","987.8"
13/09/2023 12:30:32 AM,"508","66.7","52","987.8"
13/09/2023 12:32:32 AM,"509","66.8","52","987.8"
13/09/2023 12:34:32 AM,"505","66.8","52","987.8"
13/09/2023 12:36:32 AM,"512","66.9","52","987.9"
13/09/2023 12:38:32 AM,"513","66.9","52","987.9"
13/09/2023 12:40:32 AM,"507","67.0","52","987.8"
13/09/2023 12:42:32 AM,"514","67.0","52","987.9"
13/09/2023 12:44:32 AM,"517","67.1","52","987.9"
13/09/2023 12:46:32 AM,"521","67.1","52","987.9"
13/09/2023 12:48:32 AM,"511","67.2","52","987.9"
13/09/2023 12:50:32 AM,"515","67.2","52","987.9"
13/09/2023 12:52:32 AM,"502","67.2","52","987.9"
13/09/2023 12:54:32 AM,"503","67.3","53","987.9"
13/09/2023 12:56:32 AM,"509","67.3","52","987.9"
13/09/2023 12:58:32 AM,"515","67.0","50","987.9"
13/09/2023 1:00:32 AM,"517","66.7","51","987.8"
13/09/2023 1:02:32 AM,"528","66.4","52","987.8"
13/09/2023 1:04:32 AM,"509","66.3","52","987.9"
13/09/2023 1:06:32 AM,"525","66.3","52","987.8"
13/09/2023 1:08:32 AM,"515","66.3","52","987.9"
13/09/2023 1:10:32 AM,"511","66.4","52","987.9"
13/09/2023 1:12:32 AM,"517","66.5","52","987.9"
13/09/2023 1:14:32 AM,"522","66.5","52","987.9"
13/09/2023 1:16:32 AM,"519","66.6","52","987.9"
13/09/2023 1:18:32 AM,"524","66.7","52","987.8"
13/09/2023 1:20:32 AM,"516","66.7","52","987.8"
13/09/2023 1:22:32 AM,"515","66.7","52","987.9"
13/09/2023 1:24:32 AM,"526","66.8","52","987.9"
13/09/2023 1:26:32 AM,"528","66.8","52","987.8"
13/09/2023 1:28:32 AM,"522","66.9","52","987.9"
13/09/2023 1:30:32 AM,"524","67.0","52","987.8"
13/09/2023 1:32:32 AM,"522","67.0","52","987.8"
13/09/2023 1:34:32 AM,"526","67.0","52","987.9"
13/09/2023 1:36:32 AM,"517","67.1","52","987.9"
13/09/2023 1:38:32 AM,"532","67.1","52","987.9"
13/09/2023 1:40:32 AM,"530","67.1","52","987.9"
13/09/2023 1:42:32 AM,"536","67.1","53","987.9"
13/09/2023 1:44:32 AM,"525","67.2","53","987.9"
13/09/2023 1:46:32 AM,"518","67.2","53","987.9"
13/09/2023 1:48:32 AM,"514","67.2","53","987.9"
13/09/2023 1:50:32 AM,"524","67.2","52","987.9"
13/09/2023 1:52:32 AM,"521","66.9","50","988.0"
13/09/2023 1:54:32 AM,"537","66.6","50","988.0"
13/09/2023 1:56:32 AM,"521","66.3","51","987.9"
13/09/2023 1:58:32 AM,"527","66.1","52","988.0"
13/09/2023 2:00:32 AM,"516","66.1","52","988.1"
13/09/2023 2:02:32 AM,"524","66.1","52","988.0"
13/09/2023 2:04:32 AM,"528","66.2","52","988.0"
13/09/2023 2:06:32 AM,"532","66.2","52","988.0"
13/09/2023 2:08:32 AM,"534","66.3","52","988.0"
13/09/2023 2:10:32 AM,"530","66.4","52","988.0"
13/09/2023 2:12:32 AM,"530","66.5","52","988.0"
13/09/2023 2:14:32 AM,"532","66.5","52","988.0"
13/09/2023 2:16:32 AM,"528","66.6","52","988.0"
13/09/2023 2:18:32 AM,"508","66.6","52","988.0"
13/09/2023 2:20:32 AM,"532","66.7","52","988.0"
13/09/2023 2:22:32 AM,"540","66.7","52","988.0"
13/09/2023 2:24:32 AM,"533","66.7","52","988.0"
13/09/2023 2:26:32 AM,"524","66.7","52","987.9"
13/09/2023 2:28:32 AM,"530","66.8","52","987.9"
13/09/2023 2:30:32 AM,"520","66.8","52","987.9"
13/09/2023 2:32:32 AM,"521","66.8","52","987.9"
13/09/2023 2:34:32 AM,"538","66.8","52","987.9"
13/09/2023 2:36:32 AM,"514","66.9","52","988.0"
13/09/2023 2:38:32 AM,"530","66.9","53","987.9"
13/09/2023 2:40:32 AM,"532","66.9","53","987.9"
13/09/2023 2:42:32 AM,"537","67.0","53","988.0"
13/09/2023 2:44:32 AM,"527","67.0","53","987.9"
13/09/2023 2:46:32 AM,"535","67.0","53","987.9"
13/09/2023 2:48:32 AM,"534","67.0","53","987.9"
13/09/2023 2:50:32 AM,"523","67.0","53","987.8"
13/09/2023 2:52:32 AM,"530","67.0","53","987.8"
13/09/2023 2:54:32 AM,"544","67.1","53","987.9"
13/09/2023 2:56:32 AM,"534","67.1","53","987.8"
13/09/2023 2:58:32 AM,"532","67.1","53","987.8"
13/09/2023 3:00:32 AM,"535","67.0","51","987.9"
13/09/2023 3:02:32 AM,"528","66.7","50","987.9"
13/09/2023 3:04:32 AM,"529","66.3","50","987.8"
13/09/2023 3:06:32 AM,"529","66.0","51","987.9"
13/09/2023 3:08:32 AM,"536","65.9","52","987.9"
13/09/2023 3:10:32 AM,"537","65.9","52","987.9"
13/09/2023 3:12:32 AM,"554","66.0","52","987.9"
13/09/2023 3:14:32 AM,"528","66.0","52","987.9"
13/09/2023 3:16:32 AM,"539","66.1","52","988.0"
13/09/2023 3:18:32 AM,"536","66.1","52","988.0"
13/09/2023 3:20:32 AM,"529","66.2","52","988.0"
13/09/2023 3:22:32 AM,"538","66.3","52","988.1"
13/09/2023 3:24:32 AM,"535","66.3","52","988.1"
13/09/2023 3:26:32 AM,"541","66.4","52","988.1"
13/09/2023 3:28:32 AM,"539","66.4","52","988.1"
13/09/2023 3:30:32 AM,"541","66.6","52","988.1"
13/09/2023 3:32:32 AM,"535","66.5","52","988.1"
13/09/2023 3:34:32 AM,"534","66.6","52","988.1"
13/09/2023 3:36:32 AM,"534","66.6","52","988.1"
13/09/2023 3:38:32 AM,"548","66.6","52","988.1"
13/09/2023 3:40:32 AM,"537","66.7","52","988.1"
13/09/2023 3:42:32 AM,"541","66.7","52","988.1"
13/09/2023 3:44:32 AM,"541","66.7","52","988.1"
13/09/2023 3:46:32 AM,"534","66.7","53","988.1"
13/09/2023 3:48:32 AM,"534","66.7","53","988.1"
13/09/2023 3:50:32 AM,"557","66.7","53","988.1"
13/09/2023 3:52:32 AM,"554","66.7","53","988.2"
13/09/2023 3:54:32 AM,"545","66.7","53","988.2"
13/09/2023 3:56:32 AM,"553","66.7","53","988.1"
13/09/2023 3:58:32 AM,"549","66.8","53","988.1"
13/09/2023 4:00:32 AM,"535","66.8","53","988.2"
13/09/2023 4:02:32 AM,"543","66.8","53","988.2"
13/09/2023 4:04:32 AM,"541","66.8","53","988.2"
13/09/2023 4:06:32 AM,"547","66.8","53","988.2"
13/09/2023 4:08:32 AM,"543","66.8","53","988.2"
13/09/2023 4:10:32 AM,"542","66.8","53","988.3"
13/09/2023 4:12:32 AM,"542","66.9","53","988.3"
13/09/2023 4:14:32 AM,"555","66.9","53","988.2"
13/09/2023 4:16:32 AM,"536","66.9","53","988.2"
13/09/2023 4:18:32 AM,"537","66.9","53","988.2"
13/09/2023 4:20:32 AM,"550","66.9","53","988.2"
13/09/2023 4:22:32 AM,"550","67.0","53","988.3"
13/09/2023 4:24:32 AM,"547","66.9","53","988.3"
13/09/2023 4:26:32 AM,"554","67.0","53","988.3"
13/09/2023 4:28:32 AM,"551","67.0","53","988.3"
13/09/2023 4:30:32 AM,"557","67.0","53","988.3"
13/09/2023 4:32:32 AM,"546","67.0","53","988.2"
13/09/2023 4:34:32 AM,"543","67.0","53","988.3"
13/09/2023 4:36:32 AM,"561","67.0","52","988.2"
13/09/2023 4:38:32 AM,"548","66.7","50","988.2"
13/09/2023 4:40:32 AM,"551","66.3","50","988.3"
13/09/2023 4:42:32 AM,"542","66.0","51","988.2"
13/09/2023 4:44:32 AM,"540","65.8","51","988.2"
13/09/2023 4:46:32 AM,"546","65.8","52","988.2"
13/09/2023 4:48:32 AM,"548","65.8","52","988.2"
13/09/2023 4:50:32 AM,"549","65.8","52","988.2"
13/09/2023 4:52:32 AM,"551","65.8","52","988.2"
13/09/2023 4:54:32 AM,"552","65.9","52","988.2"
13/09/2023 4:56:32 AM,"536","66.0","52","988.2"
13/09/2023 4:58:32 AM,"542","66.0","52","988.3"
13/09/2023 5:00:32 AM,"547","66.1","52","988.2"
13/09/2023 5:02:32 AM,"559","66.1","52","988.2"
13/09/2023 5:04:32 AM,"558","66.2","52","988.2"
13/09/2023 5:06:32 AM,"544","66.3","52","988.3"
13/09/2023 5:08:32 AM,"561","66.3","52","988.3"
13/09/2023 5:10:32 AM,"548","66.3","52","988.3"
13/09/2023 5:12:32 AM,"564","66.3","52","988.3"
13/09/2023 5:14:32 AM,"547","66.4","53","988.3"
13/09/2023 5:16:32 AM,"550","66.4","53","988.3"
13/09/2023 5:18:32 AM,"556","66.4","53","988.4"
13/09/2023 5:20:32 AM,"562","66.4","53","988.4"
13/09/2023 5:22:32 AM,"553","66.4","53","988.5"
13/09/2023 5:24:32 AM,"547","66.5","53","988.5"
13/09/2023 5:26:32 AM,"554","66.5","53","988.5"
13/09/2023 5:28:32 AM,"551","66.4","53","988.6"
13/09/2023 5:30:32 AM,"561","66.5","53","988.5"
13/09/2023 5:32:32 AM,"561","66.5","53","988.6"
13/09/2023 5:34:32 AM,"554","66.5","53","988.6"
13/09/2023 5:36:32 AM,"552","66.5","53","988.5"
13/09/2023 5:38:32 AM,"558","66.6","53","988.6"
13/09/2023 5:40:32 AM,"553","66.5","53","988.5"
13/09/2023 5:42:32 AM,"560","66.6","53","988.5"
13/09/2023 5:44:32 AM,"565","66.6","53","988.6"
13/09/2023 5:46:32 AM,"580","66.6","53","988.5"
13/09/2023 5:48:32 AM,"549","66.6","53","988.5"
13/09/2023 5:50:32 AM,"556","66.6","53","988.6"
13/09/2023 5:52:32 AM,"562","66.6","53","988.6"
13/09/2023 5:54:32 AM,"557","66.6","53","988.5"
13/09/2023 5:56:32 AM,"560","66.7","53","988.5"
13/09/2023 5:58:32 AM,"557","66.7","53","988.5"
13/09/2023 6:00:32 AM,"553","66.7","53","988.5"
13/09/2023 6:02:32 AM,"567","66.7","53","988.5"
13/09/2023 6:04:32 AM,"565","66.7","53","988.5"
13/09/2023 6:06:32 AM,"561","66.7","53","988.6"
13/09/2023 6:08:32 AM,"565","66.7","53","988.5"
13/09/2023 6:10:32 AM,"560","66.7","53","988.5"
13/09/2023 6:12:32 AM,"554","66.7","53","988.6"
13/09/2023 6:14:32 AM,"572","66.7","53","988.6"
13/09/2023 6:16:32 AM,"576","66.7","53","988.7"
13/09/2023 6:18:32 AM,"567","66.7","53","988.7"
13/09/2023 6:20:32 AM,"571","66.7","53","988.6"
13/09/2023 6:22:32 AM,"570","66.7","53","988.6"
13/09/2023 6:24:32 AM,"582","66.7","53","988.7"
13/09/2023 6:26:32 AM,"559","66.8","53","988.7"
13/09/2023 6:28:32 AM,"570","66.7","53","988.6"
13/09/2023 6:30:32 AM,"574","66.7","53","988.7"
13/09/2023 6:32:32 AM,"571","66.7","53","988.7"
13/09/2023 6:34:32 AM,"582","66.7","53","988.7"
13/09/2023 6:36:32 AM,"571","66.7","53","988.7"
13/09/2023 6:38:32 AM,"570","66.8","53","988.7"
13/09/2023 6:40:32 AM,"582","66.7","53","988.8"
13/09/2023 6:42:32 AM,"570","66.7","53","988.7"
13/09/2023 6:44:32 AM,"573","66.8","53","988.8"
13/09/2023 6:46:32 AM,"575","66.7","53","988.8"
13/09/2023 6:48:32 AM,"565","66.8","53","988.8"
13/09/2023 6:50:32 AM,"572","66.7","53","988.8"
13/09/2023 6:52:32 AM,"566","66.8","53","988.8"
13/09/2023 6:54:32 AM,"569","66.8","53","988.9"
13/09/2023 6:56:32 AM,"582","66.7","53","988.8"
13/09/2023 6:58:32 AM,"578","66.7","53","988.9"
13/09/2023 7:00:32 AM,"569","66.8","53","988.9"
13/09/2023 7:02:32 AM,"578","66.7","53","988.9"
13/09/2023 7:04:32 AM,"556","66.8","53","988.9"
13/09/2023 7:06:32 AM,"572","66.8","53","988.8"
13/09/2023 7:08:32 AM,"571","66.8","53","988.9"
13/09/2023 7:10:32 AM,"579","66.8","53","988.9"
13/09/2023 7:12:32 AM,"577","66.8","53","988.9"
13/09/2023 7:14:32 AM,"584","66.8","53","989.0"
13/09/2023 7:16:32 AM,"583","66.8","53","989.0"
13/09/2023 7:18:32 AM,"580","66.8","53","989.1"
13/09/2023 7:20:32 AM,"573","66.8","53","989.1"
13/09/2023 7:22:32 AM,"577","66.8","53","989.1"
13/09/2023 7:24:32 AM,"580","66.8","53","989.1"
13/09/2023 7:26:32 AM,"588","66.8","53","989.1"
13/09/2023 7:28:32 AM,"579","66.8","53","989.1"
13/09/2023 7:30:32 AM,"568","66.8","53","989.2"
13/09/2023 7:32:32 AM,"584","66.7","51","989.2"
13/09/2023 7:34:32 AM,"584","66.4","50","989.3"
13/09/2023 7:36:32 AM,"580","66.1","51","989.3"
13/09/2023 7:38:32 AM,"580","65.8","52","989.3"
13/09/2023 7:40:32 AM,"569","65.8","52","989.3"
13/09/2023 7:42:32 AM,"578","65.7","52","989.3"
13/09/2023 7:44:32 AM,"568","65.7","52","989.3"
13/09/2023 7:46:32 AM,"581","65.8","52","989.4"
13/09/2023 7:48:32 AM,"567","65.8","52","989.3"
13/09/2023 7:50:32 AM,"562","65.8","52","989.4"
13/09/2023 7:52:32 AM,"573","65.9","52","989.4"
13/09/2023 7:54:32 AM,"573","66.0","52","989.4"
13/09/2023 7:56:32 AM,"577","66.0","52","989.4"
13/09/2023 7:58:32 AM,"571","66.1","53","989.4"
13/09/2023 8:00:32 AM,"575","66.1","53","989.4"
13/09/2023 8:02:32 AM,"576","66.1","53","989.4"
13/09/2023 8:04:32 AM,"575","66.1","53","989.4"
13/09/2023 8:06:32 AM,"584","66.1","53","989.4"
13/09/2023 8:08:32 AM,"571","66.2","53","989.4"
13/09/2023 8:10:32 AM,"579","66.2","53","989.4"
13/09/2023 8:12:32 AM,"583","66.3","53","989.4"
13/09/2023 8:14:32 AM,"572","66.3","53","989.4"
13/09/2023 8:16:32 AM,"586","66.3","53","989.5"
13/09/2023 8:18:32 AM,"583","66.4","53","989.5"
13/09/2023 8:20:32 AM,"579","66.4","53","989.5"
13/09/2023 8:22:32 AM,"578","66.4","53","989.6"
13/09/2023 8:24:32 AM,"580","66.4","53","989.6"
13/09/2023 8:26:32 AM,"585","66.5","53","989.6"
13/09/2023 8:28:32 AM,"574","66.5","53","989.6"
13/09/2023 8:30:32 AM,"586","66.5","53","989.6"
13/09/2023 8:32:32 AM,"574","66.5","53","989.6"
13/09/2023 8:34:32 AM,"583","66.5","53","989.6"
13/09/2023 8:36:32 AM,"578","66.5","53","989.6"
13/09/2023 8:38:32 AM,"582","66.6","53","989.6"
13/09/2023 8:40:32 AM,"582","66.6","53","989.6"
13/09/2023 8:42:32 AM,"597","66.6","53","989.5"
13/09/2023 8:44:32 AM,"583","66.6","53","989.5"
13/09/2023 8:46:32 AM,"583","66.7","53","989.5"
13/09/2023 8:48:32 AM,"576","66.7","53","989.5"
13/09/2023 8:50:32 AM,"586","66.7","53","989.5"
13/09/2023 8:52:32 AM,"583","66.7","53","989.6"
13/09/2023 8:54:32 AM,"587","66.7","53","989.6"
13/09/2023 8:56:32 AM,"576","66.7","53","989.6"
13/09/2023 8:58:32 AM,"593","66.7","53","989.6"
13/09/2023 9:00:32 AM,"584","66.8","53","989.6"
13/09/2023 9:02:32 AM,"580","66.7","53","989.6"
13/09/2023 9:04:32 AM,"590","66.8","53","989.5"
13/09/2023 9:06:32 AM,"588","66.8","53","989.6"
13/09/2023 9:08:32 AM,"597","66.8","53","989.6"
13/09/2023 9:10:32 AM,"601","66.8","53","989.6"
13/09/2023 9:12:32 AM,"577","66.9","53","989.7"
13/09/2023 9:14:32 AM,"594","66.9","53","989.6"
13/09/2023 9:16:32 AM,"593","66.9","53","989.6"
13/09/2023 9:18:32 AM,"587","67.0","53","989.6"
13/09/2023 9:20:32 AM,"592","67.0","53","989.5"
13/09/2023 9:22:32 AM,"589","67.1","53","989.6"
13/09/2023 9:24:32 AM,"585","67.0","53","989.6"
13/09/2023 9:26:32 AM,"584","67.1","53","989.6"
13/09/2023 9:28:32 AM,"603","67.1","53","989.6"
13/09/2023 9:30:32 AM,"592","67.1","53","989.6"
13/09/2023 9:32:32 AM,"597","67.2","53","989.6"
13/09/2023 9:34:32 AM,"604","67.2","53","989.6"
13/09/2023 9:36:32 AM,"601","67.3","53","989.6"
13/09/2023 9:38:32 AM,"581","67.3","53","989.7"
13/09/2023 9:40:32 AM,"611","67.4","53","989.7"
13/09/2023 9:42:32 AM,"613","67.4","53","989.7"
13/09/2023 9:44:32 AM,"593","67.5","53","989.8"
13/09/2023 9:46:32 AM,"599","67.5","53","989.7"
13/09/2023 9:48:32 AM,"591","67.5","53","989.8"
13/09/2023 9:50:32 AM,"604","67.5","53","989.7"
13/09/2023 9:52:32 AM,"594","67.5","53","989.7"
13/09/2023 9:54:32 AM,"596","67.6","53","989.8"
13/09/2023 9:56:32 AM,"603","67.6","53","989.8"
13/09/2023 9:58:32 AM,"593","67.6","53","989.8"
13/09/2023 10:00:32 AM,"588","67.7","53","989.8"
13/09/2023 10:02:32 AM,"600","67.7","53","989.8"
13/09/2023 10:04:32 AM,"608","67.8","53","989.7"
13/09/2023 10:06:32 AM,"607","67.8","53","989.7"
13/09/2023 10:08:32 AM,"609","67.9","53","989.7"
13/09/2023 10:10:32 AM,"607","68.0","53","989.7"
13/09/2023 10:12:32 AM,"615","68.0","53","989.7"
13/09/2023 10:14:32 AM,"622","68.1","53","989.8"
13/09/2023 10:16:32 AM,"616","68.1","51","989.8"
13/09/2023 10:18:32 AM,"611","67.8","49","989.8"
13/09/2023 10:20:32 AM,"605","67.5","48","989.8"
13/09/2023 10:22:32 AM,"612","67.1","50","989.8"
13/09/2023 10:24:32 AM,"604","67.0","51","989.8"
13/09/2023 10:26:32 AM,"609","67.0","51","989.8"
13/09/2023 10:28:32 AM,"615","67.2","51","989.8"
13/09/2023 10:30:32 AM,"613","67.2","51","989.8"
13/09/2023 10:32:32 AM,"626","67.4","51","989.8"
13/09/2023 10:34:32 AM,"629","67.5","51","989.9"
13/09/2023 10:36:32 AM,"599","67.6","51","989.8"
13/09/2023 10:38:32 AM,"611","67.7","51","989.8"
13/09/2023 10:40:32 AM,"616","67.9","51","989.8"
13/09/2023 10:42:32 AM,"633","67.8","50","989.9"
13/09/2023 10:44:32 AM,"622","67.6","48","989.9"
13/09/2023 10:46:32 AM,"623","67.2","48","990.0"
13/09/2023 10:48:32 AM,"612","67.0","49","989.9"
13/09/2023 10:50:32 AM,"619","66.9","50","989.9"
13/09/2023 10:52:32 AM,"618","67.0","50","989.9"
13/09/2023 10:54:32 AM,"623","67.1","51","989.9"
13/09/2023 10:56:32 AM,"638","67.3","51","989.8"
13/09/2023 10:58:32 AM,"630","67.4","51","989.9"
13/09/2023 11:00:32 AM,"639","67.5","51","989.9"
13/09/2023 11:02:32 AM,"637","67.6","51","989.9"
13/09/2023 11:04:32 AM,"621","67.7","51","989.9"
13/09/2023 11:06:32 AM,"631","67.7","49","989.9"
13/09/2023 11:08:32 AM,"631","67.5","47","989.9"
13/09/2023 11:10:32 AM,"622","67.0","47","989.9"
13/09/2023 11:12:32 AM,"634","66.8","49","989.9"
13/09/2023 11:14:32 AM,"633","66.7","50","989.9"
13/09/2023 11:16:32 AM,"628","66.8","50","989.9"
13/09/2023 11:18:32 AM,"636","66.9","50","989.9"
13/09/2023 11:20:32 AM,"634","67.0","50","989.9"
13/09/2023 11:22:32 AM,"638","67.2","50","989.9"
13/09/2023 11:24:32 AM,"640","67.3","50","989.8"
13/09/2023 11:26:32 AM,"644","67.5","50","989.8"
13/09/2023 11:28:32 AM,"655","67.5","49","989.8"
13/09/2023 11:30:32 AM,"665","67.4","48","989.9"
13/09/2023 11:32:32 AM,"650","67.0","47","989.8"
13/09/2023 11:34:32 AM,"657","66.7","49","989.8"
13/09/2023 11:36:32 AM,"645","66.7","49","989.7"
13/09/2023 11:38:32 AM,"657","66.8","50","989.8"
13/09/2023 11:40:32 AM,"651","66.9","50","989.8"
13/09/2023 11:42:32 AM,"667","67.1","50","989.8"
13/09/2023 11:44:32 AM,"660","67.3","50","989.8"
13/09/2023 11:46:32 AM,"665","67.5","50","989.8"
13/09/2023 11:48:32 AM,"654","67.6","50","989.8"
13/09/2023 11:50:32 AM,"673","67.6","49","989.8"
13/09/2023 11:52:32 AM,"676","67.5","47","989.7"
13/09/2023 11:54:32 AM,"667","67.2","46","989.8"
13/09/2023 11:56:32 AM,"672","66.8","48","989.7"
13/09/2023 11:58:32 AM,"662","66.8","49","989.7"
13/09/2023 12:00:32 PM,"648","66.8","49","989.7"
